action_id,action_date,mechanism_type,target_identifier,target_type,target_category,target_entity_id,beneficiary_entity_id,status,reversal_action_id,amount_affected_usd,incident_id,request_id,trigger_id,policy_id,implementation_id,disclosure_date,discovery_source,confidence,notes_path,issuer
CU-ACT-0604,2025-11-19,BLACKLIST,0xd4e976441a1cad72ee5cbd2fd1b677fe7ce8afdf,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0053,,ACTIVE,,,,,CU-TRG-0047,,CU-IMP-0604,2025-11-19,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0605,2025-11-21,BLACKLIST,0x2066f9c78e3fe8c3a76ab8e4056e22ccd280340e,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0605,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0606,2025-11-22,BLACKLIST,0x0be213a5cfd544feacbd4b9831e46d01c24f889a,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0606,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0607,2025-11-24,BLACKLIST,0x66395ac274efad06bcfa78c882c9c4988833823b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0607,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0608,2025-11-26,BLACKLIST,0xdc0629676cf1b08b859fbd1782b52fa269b36b22,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0608,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0609,2025-12-02,BLACKLIST,0x3f77a61034da59ffa924c20ee68f868956bca3e6,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0609,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0610,2025-12-19,BLACKLIST,0x7b214d3b8ce325c73cde66803f296252dbc7a33a,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0610,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0611,2025-12-19,BLACKLIST,0x7b214d3b8ce325c73cde66803f296252dbc7a33a,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0611,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0612,2025-12-23,BLACKLIST,0x9def24cc410924a617cfdc2b70a1854f2edbd17b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0612,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0613,2025-12-23,BLACKLIST,0x9def24cc410924a617cfdc2b70a1854f2edbd17b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0613,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0614,2025-12-23,BLACKLIST,0x9def24cc410924a617cfdc2b70a1854f2edbd17b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0614,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0615,2025-12-23,BLACKLIST,0x9def24cc410924a617cfdc2b70a1854f2edbd17b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0615,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0616,2025-12-23,BLACKLIST,0x9def24cc410924a617cfdc2b70a1854f2edbd17b,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0616,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0617,2026-01-28,BLACKLIST,0x583317aff859976e029ef662c770ad375f910131,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0617,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0618,2026-01-30,BLACKLIST,0xbf92b14aa9fd088182178e2ebf208da946521ee5,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0618,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0619,2026-01-30,BLACKLIST,0x2136ed3902c1d7217d9b19cf313bbb035ed9bfd7,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0619,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0620,2026-01-30,BLACKLIST,0x180242dc6b95c786c2d9c397532c679a956a1d12,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0620,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0621,2026-01-30,BLACKLIST,0x180242dc6b95c786c2d9c397532c679a956a1d12,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0621,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0622,2026-01-30,BLACKLIST,0x4bae1c4b2167fe4ebcd6d7baac1138d943a2609f,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0622,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0623,2026-01-30,BLACKLIST,0x0529ebc9ff01a4d390f91687d7c7406bf0dab24e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0623,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0624,2026-01-30,BLACKLIST,0x783a4cc2478f1b44f37052bac72abaa3fc6f992a,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0624,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0625,2026-01-30,BLACKLIST,0x0529ebc9ff01a4d390f91687d7c7406bf0dab24e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0625,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0626,2026-01-30,BLACKLIST,0x0529ebc9ff01a4d390f91687d7c7406bf0dab24e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0626,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0627,2026-01-30,BLACKLIST,0x8dd586d12164a98e319607295935ee968919608e,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0052,,ACTIVE,,,,,CU-TRG-0046,,CU-IMP-0627,2026-01-30,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0628,2026-02-09,UNBLACKLIST,0xd360752c7f5df88c6b42391940e11a6fd491e645,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0628,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0629,2026-02-11,BLACKLIST,0xd5f053ab62b8b75cccdec2967206b8a86906c437,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0629,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0630,2026-03-03,BLACKLIST,0x12c353bb5dad2083d93b11b2deba72c01200d63e,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0630,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0631,2026-03-11,BLACKLIST,0x5cd0d96ec259d84b3f792390783247372b4c7cee,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0631,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0632,2026-03-12,BLACKLIST,0xb637f84b66876ebf609c2a4208905f9ddac9d075,ADDRESS,sanctioned_entity,CU-ENT-0036,,ACTIVE,,,,,CU-TRG-0036,,CU-IMP-0632,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0633,2026-03-12,BLACKLIST,0x6315bdc714ebb7a08e5ec10f351b6ca61d052bee,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0633,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0634,2026-03-12,BLACKLIST,0xcb74874f1e06fcf80a306e06e5379a44b488ba2d,ADDRESS,sanctioned_entity,CU-ENT-0037,,ACTIVE,,,,,CU-TRG-0037,,CU-IMP-0634,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0635,2026-03-12,BLACKLIST,0x95584c303fcd48af5c6b9873015f2ad0ca84eae3,ADDRESS,sanctioned_entity,CU-ENT-0036,,ACTIVE,,,,,CU-TRG-0036,,CU-IMP-0635,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0636,2026-03-12,BLACKLIST,0x9be599d7867f5e1a2d7ec6db9710df2b98a15573,ADDRESS,sanctioned_entity,CU-ENT-0037,,ACTIVE,,,,,CU-TRG-0037,,CU-IMP-0636,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0637,2026-03-12,BLACKLIST,0x88ef69134150f35b1e91fa2d8bfbb44ba2c51e62,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0637,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0638,2026-03-12,BLACKLIST,0x0330070fd38ec3bb94f58fa55d40368271e9e54a,ADDRESS,sanctioned_entity,CU-ENT-0037,,ACTIVE,,,,,CU-TRG-0037,,CU-IMP-0638,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0639,2026-03-12,BLACKLIST,0x76ea76ca4eb727f18956ab93445a94c5280412b9,ADDRESS,sanctioned_entity,CU-ENT-0016,,ACTIVE,,,,,CU-TRG-0016,,CU-IMP-0639,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0640,2026-03-12,BLACKLIST,0xfb3eff152ea55d1bfa04dbdd509a80fd7b72cdeb,ADDRESS,sanctioned_entity,CU-ENT-0016,,ACTIVE,,,,,CU-TRG-0016,,CU-IMP-0640,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0641,2026-03-12,BLACKLIST,0x747afb5c7a7fc34b547cd0fdebf9b91759c5a52b,ADDRESS,sanctioned_entity,CU-ENT-0016,,ACTIVE,,,,,CU-TRG-0016,,CU-IMP-0641,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0642,2026-03-12,BLACKLIST,0xd04e33461fea8302c5e1e13895b60cee8aefda7f,ADDRESS,sanctioned_entity,CU-ENT-0016,,ACTIVE,,,,,CU-TRG-0016,,CU-IMP-0642,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0643,2026-03-12,BLACKLIST,0x4f47bc496083c727c5fbe3ce9cdf2b0f6496270c,ADDRESS,sanctioned_entity,CU-ENT-0016,,ACTIVE,,,,,CU-TRG-0016,,CU-IMP-0643,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0644,2026-03-12,BLACKLIST,0xfe88af78cfc99bea57f2fb708489cfc0f0b7f704,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0644,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0645,2026-03-12,BLACKLIST,0x8d55c4306745f05a31af596c6bfa19374073e797,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0645,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0646,2026-03-12,BLACKLIST,0x283fcf7f260da7c3c9aad91beab58882990a66eb,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0646,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0647,2026-03-12,BLACKLIST,0xfda1ec4a6178d4916b001a065422d31ebe5f62ff,ADDRESS,sanctioned_entity,CU-ENT-0016,,ACTIVE,,,,,CU-TRG-0016,,CU-IMP-0647,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0648,2026-03-12,BLACKLIST,0x2ec6c5fe3d7acd8e2e6185c17d9acb136e66f3e0,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0648,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0649,2026-03-12,BLACKLIST,0xee61f0eeee09eed3583baab61fa2e64b96207478,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0649,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0650,2026-03-12,BLACKLIST,0xf8bc582628cd0c721b554161a1cb59ea003742c0,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0650,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0651,2026-03-12,BLACKLIST,0x47df0606a84a52763887d7aa280cc4f068326b16,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0651,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0652,2026-03-12,BLACKLIST,0x9145fc390e71e3b56da4bfe51460cbdbb1a8a3f9,ADDRESS,SANCTIONED_ENTITY,CU-ENT-0046,,ACTIVE,,,CU-INC-0002,,CU-TRG-0041,,CU-IMP-0652,2026-03-12,ONCHAIN_SCAN,MEDIUM,,Circle
CU-ACT-0653,2026-03-17,BLACKLIST,0x099f6083cf8bd3af686ffb7153589e0b11b70a8a,ADDRESS,,,,ACTIVE,,,,,,,CU-IMP-0653,,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0654,2026-03-23,BLACKLIST,0x1485fe2d36d075ff794c11d306d3da5be7fc124c,ADDRESS,,,,REVERSED,CU-ACT-2989,,,,CU-TRG-0040,,CU-IMP-0654,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0655,2026-03-23,BLACKLIST,0x05c0a0d48e7e96d954e620fa133a4e010b119067,ADDRESS,,,,REVERSED,CU-ACT-2941,,,,CU-TRG-0040,,CU-IMP-0655,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0656,2026-03-23,BLACKLIST,0x2704ba2d5d3544e6292d9aca536b6bbbfebd80e9,ADDRESS,,,,REVERSED,CU-ACT-2986,,,,CU-TRG-0040,,CU-IMP-0656,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0657,2026-03-23,BLACKLIST,0x22face80f43b857141e9752c3bae8c3309fcdd0f,ADDRESS,,,,REVERSED,CU-ACT-0753,,,,CU-TRG-0040,,CU-IMP-0657,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0658,2026-03-23,BLACKLIST,0x753f38c1c61ebcb0d47fd65168e0be7906574e41,ADDRESS,,,,REVERSED,CU-ACT-0748,,,,CU-TRG-0040,,CU-IMP-0658,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0659,2026-03-23,BLACKLIST,0x4c55bc87e4dd8c1e1f4f79ec0ac8d1913d319eb9,ADDRESS,,,,REVERSED,CU-ACT-0776,,,,CU-TRG-0040,,CU-IMP-0659,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0660,2026-03-23,BLACKLIST,0x2e15d7aa0650de1009710fdd45c3468d75ae1392,ADDRESS,,,,REVERSED,CU-ACT-2934,,,,CU-TRG-0040,,CU-IMP-0660,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0661,2026-03-23,BLACKLIST,0x4ea2466cff0689dcd26c3b1ca554ca49bb22f483,ADDRESS,,,,REVERSED,CU-ACT-2935,,,,CU-TRG-0040,,CU-IMP-0661,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0662,2026-03-23,BLACKLIST,0x06dd6450370c980f4f0f563b0ca17cb2ff8c8954,ADDRESS,,,,REVERSED,CU-ACT-2949,,,,CU-TRG-0040,,CU-IMP-0662,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0663,2026-03-23,BLACKLIST,0x53b9b72dc6f96eb4b54143b211b22e2548e4cf5c,ADDRESS,,,,ACTIVE,,,,,CU-TRG-0040,,CU-IMP-0663,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0664,2026-03-23,BLACKLIST,0x4dd00a697a0a8e32415c1e8d4b39e3cdc9a9c636,ADDRESS,,,,REVERSED,CU-ACT-2964,,,,CU-TRG-0040,,CU-IMP-0664,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0665,2026-03-23,BLACKLIST,0x05ecaf39376088d7c8bf1acc06015f71e35bfe35,ADDRESS,,,,REVERSED,CU-ACT-0752,,,,CU-TRG-0040,,CU-IMP-0665,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0666,2026-03-23,BLACKLIST,0xb25ea1d493b49a1ded42ac5b1208cc618f9a9b80,ADDRESS,BRIDGE,CU-ENT-0039,,REVERSED,CU-ACT-0744,,,,CU-TRG-0040,,CU-IMP-0666,2026-03-25,ONCHAIN_SCAN,HIGH,notes/CU-ACT-0666.md,Circle
CU-ACT-0667,2026-03-23,BLACKLIST,0x846770cff61bddcd8f0948ff0b1376ff3c1ec152,ADDRESS,,,,REVERSED,CU-ACT-2956,,,,CU-TRG-0040,,CU-IMP-0667,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0668,2026-03-23,BLACKLIST,0x355da2de8f9d7da89d92f392e517406a158c90ed,ADDRESS,,,,REVERSED,CU-ACT-2923,,,,CU-TRG-0040,,CU-IMP-0668,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0669,2026-03-23,BLACKLIST,0x7520cad39e6143297d0487ff9933399e3e43646d,ADDRESS,,,,REVERSED,CU-ACT-2972,,,,CU-TRG-0040,,CU-IMP-0669,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0670,2026-03-23,BLACKLIST,0x090aac31fca0d19f91e30e02ec8217098a3a4446,ADDRESS,,,,REVERSED,CU-ACT-2938,,,,CU-TRG-0040,,CU-IMP-0670,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0671,2026-03-23,BLACKLIST,0x5943cbf095e7451c53f96bceba02f68fd0220667,ADDRESS,,,,REVERSED,CU-ACT-2939,,,,CU-TRG-0040,,CU-IMP-0671,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0672,2026-03-23,BLACKLIST,0x59d9812f3ad9139d314e48d160b79aea0d80d90e,ADDRESS,,,,REVERSED,CU-ACT-0755,,,,CU-TRG-0040,,CU-IMP-0672,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0673,2026-03-23,BLACKLIST,0x42ac6a768801027f43067e8f0cf0425273f9ae7f,ADDRESS,,,,REVERSED,CU-ACT-2942,,,,CU-TRG-0040,,CU-IMP-0673,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0674,2026-03-23,BLACKLIST,0xb272c40c7cd964b35094b512448777314169d234,ADDRESS,,,,REVERSED,CU-ACT-2958,,,,CU-TRG-0040,,CU-IMP-0674,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0675,2026-03-23,BLACKLIST,0x3584887728d869cc5d3522fe04df25bedca77766,ADDRESS,,,,REVERSED,CU-ACT-0734,,,,CU-TRG-0040,,CU-IMP-0675,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0676,2026-03-23,BLACKLIST,0x09231680e3ac21c18213f1c1bb9c4bc35988a213,ADDRESS,,,,REVERSED,CU-ACT-2946,,,,CU-TRG-0040,,CU-IMP-0676,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0677,2026-03-23,BLACKLIST,0x75a80101bbe1a0f5cc92bbff40cdc16faf4b492c,ADDRESS,,,,REVERSED,CU-ACT-2993,,,,CU-TRG-0040,,CU-IMP-0677,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0678,2026-03-23,BLACKLIST,0xbfca3e2097baa1eb354e9d915180707dde1027f2,ADDRESS,,,,REVERSED,CU-ACT-0777,,,,CU-TRG-0040,,CU-IMP-0678,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0679,2026-03-23,BLACKLIST,0xb5a1e5910644669b0503d2edd41c25515b8e320d,ADDRESS,,,,REVERSED,CU-ACT-2961,,,,CU-TRG-0040,,CU-IMP-0679,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0680,2026-03-23,BLACKLIST,0x2ce60c7abced6a24a859a8728d9278a0c5cc6625,ADDRESS,,,,REVERSED,CU-ACT-0778,,,,CU-TRG-0040,,CU-IMP-0680,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0681,2026-03-23,BLACKLIST,0xd8f39f3a20b764669a5c8839d4cb94639a642af4,ADDRESS,,,,REVERSED,CU-ACT-2962,,,,CU-TRG-0040,,CU-IMP-0681,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0682,2026-03-23,BLACKLIST,0x55bb2ea134e8e38759ce5d96924c288b873828a7,ADDRESS,,,,REVERSED,CU-ACT-2991,,,,CU-TRG-0040,,CU-IMP-0682,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0683,2026-03-23,BLACKLIST,0x6926408f55c4f322ebe1a3cc7e4fff380c5543df,ADDRESS,,,,REVERSED,CU-ACT-2987,,,,CU-TRG-0040,,CU-IMP-0683,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0684,2026-03-23,BLACKLIST,0x87d18ee84e8f4f5709cbf3500179a4c601da12ce,ADDRESS,,,,REVERSED,CU-ACT-2951,,,,CU-TRG-0040,,CU-IMP-0684,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0685,2026-03-23,BLACKLIST,0xad36fdcbb692d4b38f427590e8e5f4f7e07070f9,ADDRESS,,,,REVERSED,CU-ACT-0779,,,,CU-TRG-0040,,CU-IMP-0685,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0686,2026-03-23,BLACKLIST,0x44ffbce179e41cccc28d68e7fd112ae8e637d85c,ADDRESS,,,,REVERSED,CU-ACT-2933,,,,CU-TRG-0040,,CU-IMP-0686,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0687,2026-03-23,BLACKLIST,0x49ba71a10832a0b987e2ebaed3e58e90441a8ce3,ADDRESS,,,,REVERSED,CU-ACT-2995,,,,CU-TRG-0040,,CU-IMP-0687,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0688,2026-03-23,BLACKLIST,0xd4f4699c61ff4307292d22093caebb8e2320178a,ADDRESS,,,,REVERSED,CU-ACT-2952,,,,CU-TRG-0040,,CU-IMP-0688,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0689,2026-03-23,BLACKLIST,0x4bd282c083d9ec35aa6c3e0f366d79f12f3a1630,ADDRESS,,,,REVERSED,CU-ACT-0737,,,,CU-TRG-0040,,CU-IMP-0689,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0690,2026-03-23,BLACKLIST,0xd5c1c8b411b26628db9063a732f61f64dbe55038,ADDRESS,,,,REVERSED,CU-ACT-2954,,,,CU-TRG-0040,,CU-IMP-0690,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0691,2026-03-23,BLACKLIST,0x00e84a0b678cd4584a9a377d334c810025970873,ADDRESS,,,,REVERSED,CU-ACT-0745,,,,CU-TRG-0040,,CU-IMP-0691,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0692,2026-03-23,BLACKLIST,0xa1e9e989b72715b642799c80022a30a99e8ae5a1,ADDRESS,,,,REVERSED,CU-ACT-2959,,,,CU-TRG-0040,,CU-IMP-0692,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0693,2026-03-23,BLACKLIST,0x2af2b381804fbc311308789caee6ebe6b5a561b6,ADDRESS,,,,REVERSED,CU-ACT-2932,,,,CU-TRG-0040,,CU-IMP-0693,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0694,2026-03-23,BLACKLIST,0xa8b2553f32304176be624bc4f58c18ec01051018,ADDRESS,,,,REVERSED,CU-ACT-2955,,,,CU-TRG-0040,,CU-IMP-0694,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0695,2026-03-23,BLACKLIST,0xaa46e346e545d27bc154cba97cd91c45e64fda7e,ADDRESS,,,,REVERSED,CU-ACT-2948,,,,CU-TRG-0040,,CU-IMP-0695,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0696,2026-03-23,BLACKLIST,0x693243a75b6fa13995ca7aec56ab5c5dbef23c37,ADDRESS,,,,REVERSED,CU-ACT-0762,,,,CU-TRG-0040,,CU-IMP-0696,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0697,2026-03-23,BLACKLIST,0x5f9acf4e85aa7283e0c16dd94cbc942f9d625151,ADDRESS,,,,REVERSED,CU-ACT-0754,,,,CU-TRG-0040,,CU-IMP-0697,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0698,2026-03-23,BLACKLIST,0x6bea07d3e1854e43e426bfde54c8315ad4acadf1,ADDRESS,,,,REVERSED,CU-ACT-2998,,,,CU-TRG-0040,,CU-IMP-0698,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0699,2026-03-23,BLACKLIST,0x61e1eb45661d344cd472590d45893ff1ff190dd7,ADDRESS,,,,REVERSED,CU-ACT-0746,,,,CU-TRG-0040,,CU-IMP-0699,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0700,2026-03-23,BLACKLIST,0x634c9732c8f368b6c5e200c4152f28b2568aa7f9,ADDRESS,,,,REVERSED,CU-ACT-2960,,,,CU-TRG-0040,,CU-IMP-0700,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0701,2026-03-23,BLACKLIST,0xb33f36032c8a194cbea04644313e0a37f7b4a5f8,ADDRESS,,,,REVERSED,CU-ACT-2968,,,,CU-TRG-0040,,CU-IMP-0701,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0702,2026-03-23,BLACKLIST,0xff63723f6831e0f39bf85a2a80b61d4f3cea455a,ADDRESS,,,,REVERSED,CU-ACT-2997,,,,CU-TRG-0040,,CU-IMP-0702,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0703,2026-03-23,BLACKLIST,0xdb913173921931e3fa0578462c0eed0f9de8839e,ADDRESS,,,,REVERSED,CU-ACT-2967,,,,CU-TRG-0040,,CU-IMP-0703,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0704,2026-03-23,BLACKLIST,0xe47f743c2ddd0a1b83c3b0fb3b1d508a5adf0507,ADDRESS,,,,REVERSED,CU-ACT-2990,,,,CU-TRG-0040,,CU-IMP-0704,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0705,2026-03-23,BLACKLIST,0x8badd8b59ddaf9a12c4910ca1b2e8ea750a71594,ADDRESS,,,,REVERSED,CU-ACT-2944,,,,CU-TRG-0040,,CU-IMP-0705,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
CU-ACT-0706,2026-03-23,BLACKLIST,0xcfa1cbc4fe4892e2c121851d97419b7691abd2f2,ADDRESS,,,,REVERSED,CU-ACT-2965,,,,CU-TRG-0040,,CU-IMP-0706,2026-03-25,ONCHAIN_SCAN,HIGH,,Circle
