action_id,source_id,relation,issuer
CU-ACT-1812,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1813,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1814,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1815,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1816,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1818,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1819,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1820,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1821,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1822,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1823,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1824,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1825,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1826,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1827,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1830,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1832,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1834,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1838,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1842,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1844,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1847,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1849,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1851,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1857,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1860,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1967,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1977,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1979,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1980,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1981,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1982,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1983,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1984,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1990,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1992,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1994,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2055,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2056,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2059,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2071,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2073,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2075,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2076,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2077,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2078,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2079,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2080,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2081,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2082,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2083,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2092,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2093,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2094,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2095,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2096,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2097,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2098,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2099,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2100,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2101,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2102,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2104,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2105,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2106,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2107,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2108,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2109,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2110,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2111,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2112,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2113,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2114,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2115,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2116,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2117,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2118,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2120,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2121,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2122,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2123,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2161,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2162,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2217,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2218,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2219,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2220,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2221,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2222,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2223,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2224,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2225,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2226,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2227,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2228,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2229,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2230,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2232,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2233,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2234,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2235,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2236,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2237,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2238,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2239,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2240,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2241,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2244,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2246,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2248,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2250,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2254,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2256,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2259,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2261,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2264,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2268,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2272,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2379,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2391,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2393,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2394,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2395,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2396,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2397,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2398,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2406,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2408,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2412,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2475,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2476,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2477,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2491,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2492,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2493,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2494,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2495,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2496,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2497,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2498,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2499,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2500,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2502,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2514,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2515,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2516,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2517,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2518,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2519,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2520,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2521,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2522,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2523,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2524,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2526,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2527,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2528,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2529,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2530,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2531,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2532,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2533,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2534,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2535,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2536,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2537,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2538,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2539,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2540,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2542,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2543,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2544,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2545,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2583,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2584,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2639,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2640,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2641,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2642,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2643,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2644,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2645,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2646,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2647,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2648,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2649,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2650,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2651,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2652,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2654,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2655,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2656,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2657,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2658,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2659,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2660,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2661,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2662,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2663,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2666,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2667,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2670,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2672,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2676,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2678,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2681,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2683,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2685,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2688,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2691,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2798,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2808,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2810,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2811,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2812,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2813,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2814,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2815,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2821,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2823,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2825,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2886,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2887,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2889,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2902,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2903,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2904,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2905,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2906,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2907,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2908,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2909,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2910,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2911,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-2912,CU-SRC-0021,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0001,CU-SRC-0022,EVIDENCE_OF_ACTION,Circle
CU-ACT-0046,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0047,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0048,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0049,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0050,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0051,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0052,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0053,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0054,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0055,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0056,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0057,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0058,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0059,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0060,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0061,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0062,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0063,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0064,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0065,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0066,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0067,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0068,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0069,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0070,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0071,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0072,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0073,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0074,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0075,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0076,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0077,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0078,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0079,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0080,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0081,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0082,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0083,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1704,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1705,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1706,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1707,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1708,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1709,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1710,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1711,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1712,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1713,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1714,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1715,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1716,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1717,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1718,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1719,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1720,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1721,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1722,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1723,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1724,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1725,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1726,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1727,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1728,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1729,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1730,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1731,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1732,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1733,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1734,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1735,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1736,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1737,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1738,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1739,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1740,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-1741,CU-SRC-0023,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0654,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0655,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0656,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0657,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0658,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0659,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0660,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0661,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0662,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0663,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0664,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0665,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0666,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0667,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0668,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0669,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0670,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0671,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0672,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0673,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
CU-ACT-0674,CU-SRC-0024,EVIDENCE_OF_TRIGGER,Circle
